"fishID","imageFile","pecFinBaseWidth","pecFinLength","lakeID","DOC","stdLength","finLengthSS","finBaseSS","finRatioSS"
"LC_WholeShoreline_20180717_2205_BE_blgMorphologyDOC.20180626_8","LC shock 07-17 008.jpg",6.169733141,36.5945402859498,"Little_Crooked",NA,113.963478147738,38.155175200876,6.46647637185873,5.90045845785851
"LC_WholeShoreline_20180717_2205_BE_blgMorphologyDOC.20180626_12","LC shock 07-17 012.jpg",5.418444996,28.5757607611766,"Little_Crooked",NA,60.0097598752903,48.739806953327,9.87889226959877,4.93373200387239
"LC_WholeShoreline_20180717_2205_BE_blgMorphologyDOC.20180626_13","LC shock 07-17 013.jpg",6.686758804,29.9294643602254,"Little_Crooked",NA,91.4421043310466,36.9498386330186,8.47526711724018,4.35972555459121
"LC_WholeShoreline_20180717_2205_BE_blgMorphologyDOC.20180626_17","LC shock 07-17 017.jpg",5.276425624,28.9129339424418,"Little_Crooked",NA,88.0782908547276,36.7364054623714,6.90760916508081,5.31825188490403
"LC_WholeShoreline_20180717_2205_BE_blgMorphologyDOC.20180626_19","LC shock 07-17 019.jpg",6.640928051,32.1586754767668,"Little_Crooked",NA,64.9747298524588,51.6050521188188,11.3048105593968,4.56487544374845
"LC_WholeShoreline_20180717_2205_BE_blgMorphologyDOC.20180626_21","LC shock 07-17 021.jpg",4.521672713,23.0854532314183,"Little_Crooked",NA,106.575418106663,25.3403697417411,5.02141737383419,5.04645757466523
"LC_WholeShoreline_20180717_2205_BE_blgMorphologyDOC.20180626_26","LC shock 07-17 026.jpg",5.365438017,28.2624332280503,"Little_Crooked",NA,96.7407756762887,33.4156929352461,6.47778821085856,5.15850346561689
"LC_WholeShoreline_20180718_0013_BE_blgMorphologyDOC.20180626_1","LC shock 07-17 029.jpg",5.882449885,31.3579674362035,"Little_Crooked",NA,64.9942427192594,50.3085618148134,10.0110628318223,5.02529678016773
"LC_WholeShoreline_20180718_0040_BE_blgMorphologyDOC.20180626_1","LC shock 07-18 001.jpg",5.793675615,28.6970643315653,"Little_Crooked",NA,104.64717453663,31.9445650690299,6.53620940641525,4.88732277115792
"LT_FN8_20180606_1700_FN_blgMorphologyDOC.20180626_1","LT FN 06-05 001.jpg",8.588859861,41.6367519171465,"Lost",4.02,148.795948227934,35.3778908132271,7.15087430137427,4.94735179535013
"LT_FN8_20180606_1700_FN_blgMorphologyDOC.20180626_3","LT FN 06-05 003.jpg",6.876134615,39.4677993308469,"Lost",4.02,129.387733185376,37.3315838808849,6.45893689839014,5.77983412257668
"LT_FN8_20180606_1700_FN_blgMorphologyDOC.20180626_4","LT FN 06-05 004.jpg",7.412069331,34.8590542671484,"Lost",4.02,118.508389205153,35.2711842422255,7.51071234035218,4.69611704508066
"LT_FN8_20180606_1700_FN_blgMorphologyDOC.20180626_5","LT FN 06-05 005.jpg",6.796500955,37.8437432235502,"Lost",4.02,137.831086911843,34.1004329014461,6.04511211351268,5.64099263357269
"LT_FN8_20180606_1700_FN_blgMorphologyDOC.20180626_7","LT FN 06-05 007.jpg",6.998165071,32.1144945235014,"Lost",4.02,124.1404515691,31.3568129535632,6.81272042530754,4.60268600441618
"LT_FN8_20180606_1700_FN_blgMorphologyDOC.20180626_8","LT FN 06-05 008.jpg",7.787571631,33.3857009206037,"Lost",4.02,126.066757784636,32.2151126133342,7.48111198719002,4.30619307243314
"LT_FN8_20180606_1700_FN_blgMorphologyDOC.20180626_9","LT FN 06-05 009.jpg",6.634448735,32.6963852407265,"Lost",4.02,105.031728802015,36.2941649594651,7.46107798818329,4.86446663832586
"LT_FN8_20180606_1700_FN_blgMorphologyDOC.20180626_11","LT FN 06-05 011.jpg",7.920379824,40.0929424225761,"Lost",4.02,136.526582771744,36.3917536146853,7.10280461923336,5.12357520241254
