"fishID","eyeWidth","stdLength","lakeID","DOC","basin","eyewidth.ss"
"OB FN 009.jpg",8.34765623,122.302080289748,"Oxbow",11.12,NA,7.81485865570671
"OB FN 010.jpg",8.344797,115.057593171507,"Oxbow",11.12,NA,8.11689839739517
"OB FN 011.jpg",7.609613166,102.871702217568,"Oxbow",11.12,NA,7.93969946272494
"OB FN 012.jpg",11.21177407,157.039204665905,"Oxbow",11.12,NA,8.97414830153368
"OB FN 013.jpg",10.52114545,166.239260849085,"Oxbow",11.12,NA,8.12620499676122
"OB FN 014.jpg",7.441375438,119.478712054533,"Oxbow",11.12,NA,7.0691314726094
"OB FN 015.jpg",8.130605526,95.795235691813,"Oxbow",11.12,NA,8.87075012970055
"PP FN 001.jpg",9.908761668,118.823229804151,"Papoose",6.485,7,9.44559664123158
"PP FN 002.jpg",8.056508202,101.364101793978,"Papoose",6.485,7,8.48410896327628
"PP FN 003.jpg",7.896365056,102.314400144359,"Papoose",6.485,7,8.26698335549671
"PP FN 004.jpg",7.57704026,103.676338738065,"Papoose",6.485,7,7.86720883346003
"PP FN 005.jpg",7.472575819,94.6844593339372,"Papoose",6.485,7,8.21262285922186
"PP FN 006.jpg",7.631495602,83.9287195495082,"Papoose",6.485,7,9.04560245645876
"PP FN 007.jpg",8.954465,127.027680414349,"Papoose",6.485,7,8.18613267792777
"PP FN 008.jpg",8.319319941,106.984884138134,"Papoose",6.485,7,8.46953792939952
"PP FN 009.jpg",7.41865689,88.2732089124441,"Papoose",6.485,7,8.51957809450422
"PP FN 010.jpg",8.79551,106.081434728797,"Papoose",6.485,7,9.00203876731378
"PP FN 011.jpg",6.73243181,83.1166075463262,"Papoose",6.485,7,8.0287141845613
"PP FN 012.jpg",7.843390865,113.591210838911,"Papoose",6.485,7,7.69075472301386
"PP FN 013.jpg",9.43133,122.847473986403,"Papoose",6.485,7,8.8047816302528
"PP FN 014.jpg",8.269904503,127.62020606585,"Papoose",6.485,7,7.53829504903386
"PP FN 015.jpg",8.477765577,98.3808580521638,"Papoose",6.485,7,9.09642262539388
"PP FN 016.jpg",7.259718462,86.6251651302899,"Papoose",6.485,7,8.43609733248654
"PP FN 017.jpg",8.053894291,101.156489089035,"Papoose",6.485,7,8.49226021755315
"PP FN 018.jpg",9.068023241,109.20715087255,"Papoose",6.485,7,9.11358826991248
"PP FN 019.jpg",9.008073331,108.321635868233,"Papoose",6.485,7,9.09964461105644
"PP FN 020.jpg",8.38235427,111.964722243839,"Papoose",6.485,7,8.29384908372124
"PP FN 021.jpg",6.570353646,82.9003152440327,"Papoose",6.485,7,7.84823340196477
"PP FN 022.jpg",7.206739149,83.4011235135954,"Papoose",6.485,7,8.57596176420336
"PP FN 023.jpg",7.41808923,77.9968414993838,"Papoose",6.485,7,9.205943252481
"PP FN 024.jpg",8.168115082,100.721058296118,"Papoose",6.485,7,8.63601161448261
"PP FN 025.jpg",8.21421313,100.211661000604,"Papoose",6.485,7,8.71238833309252
"PP FN 026.jpg",8.053894291,104.149125676791,"Papoose",6.485,7,8.33851607150977
"PP FN 027.jpg",8.477765577,98.1149957054476,"Papoose",6.485,7,9.11186077386305
"PP FN 028.jpg",7.689399635,93.0807443990968,"Papoose",6.485,7,8.54187048005468
"PP FN 029.jpg",6.358420767,77.3866172478162,"Papoose",6.485,7,7.92981565640351
"PP FN 030.jpg",7.577596013,83.4658098884208,"Papoose",6.485,7,9.01289854730545
"RB FN4 001.jpg",12.22276993,148.756875155033,"Red_Bass",NA,NA,10.1212507661209
"RB FN4 002.jpg",10.56665238,142.792595655552,"Red_Bass",NA,NA,8.97714681299503
"RB FN4(2) 001.jpg",10.83132457,151.591524660846,"Red_Bass",NA,NA,8.86357551526708
"RB FN4(2) 002.jpg",11.20631332,143.018188711821,"Red_Bass",NA,NA,9.51117228705479
"RB FN4(2) 003.jpg",12.45206036,157.882124601109,"Red_Bass",NA,NA,9.93352174993768
"RB FN4(2) 004.jpg",11.53993406,148.645333192569,"Red_Bass",NA,NA,9.56031092152096
"RB FN4(2) 005.jpg",10.14532704,133.37069043778,"Red_Bass",NA,NA,8.99588872107845
"RB FN4(2) 006.jpg",10.35944974,132.951457833639,"Red_Bass",NA,NA,9.20389217085988
"RB FN4(2) 007.jpg",10.6157576,138.181262100619,"Red_Bass",NA,NA,9.20631238302689
"RB FN4(2) 008.jpg",11.60275884,150.895591815699,"Red_Bass",NA,NA,9.52227928837893
"RB FN4(2) 009.jpg",11.37213629,150.535929639837,"Red_Bass",NA,NA,9.34697651865133
"RB FN4(2) 010.jpg",12.01028692,142.709709111188,"Red_Bass",NA,NA,10.2073336232691
"RB FN4(2) 011.jpg",9.648868899,138.828364932567,"Red_Bass",NA,NA,8.34333381550713
"RB FN4(2) 012.jpg",10.6720435,149.471691428745,"Red_Bass",NA,NA,8.81064125163281
"RB FN4(2) 013.jpg",10.23850432,126.597290046549,"Red_Bass",NA,NA,9.37992368013036
"RB FN5 001.jpg",11.09809946,130.114461960114,"Red_Bass",NA,NA,9.99432755259985
"RB FN5 002.jpg",10.08909306,124.295817146355,"Red_Bass",NA,NA,9.34992158093271
"RB FN5 003.jpg",11.18321279,144.846490319131,"Red_Bass",NA,NA,9.41631229975409
"RB FN5 004.jpg",11.15787572,133.298105683952,"Red_Bass",NA,NA,9.89709401955743
"RB FN5 005.jpg",10.45497891,134.667205350746,"Red_Bass",NA,NA,9.2144275919474
"RB FN5 006.jpg",11.15285293,146.732835548694,"Red_Bass",NA,NA,9.31491518569411
"RB FN5 007.jpg",11.07996106,129.192507059891,"Red_Bass",NA,NA,10.0225547571611
"RB FN5 008.jpg",10.13129781,122.242550498998,"Red_Bass",NA,NA,9.48755163509957
"RB FN5 009.jpg",11.68874522,136.915552402786,"Red_Bass",NA,NA,10.1954621957651
"RB FN5 010.jpg",10.02624096,120.560167002082,"Red_Bass",NA,NA,9.47106286130873
"RB FN5 011.jpg",9.809678458,132.459737932551,"Red_Bass",NA,NA,8.7357060881272
"RB FN5 012.jpg",10.29880582,135.712443667115,"Red_Bass",NA,NA,9.03291456062929
"RB FN5 013.jpg",9.717120452,115.413693222252,"Red_Bass",NA,NA,9.4334581375598
"RB FN8 001.jpg",10.36555006,133.874735576247,"Red_Bass",NA,NA,9.16946057869069
"RB FN8 002.jpg",10.29252636,137.985662914558,"Red_Bass",NA,NA,8.93392307625739
"SQ FN 003.jpg",9.292444974,114.52506621369,"Squaw",21.57,7,9.06498014491623
"SQ FN 004.jpg",8.199386531,117.066429627669,"Squaw",21.57,7,7.88942109218756
"SQ FN 005.jpg",8.900033615,111.668446097364,"Squaw",21.57,7,8.82069625726103
"SQ FN 006.jpg",8.871196116,116.430521235671,"Squaw",21.57,7,8.56501857063046
"SQ FN 007.jpg",9.061274411,103.22,"Squaw",21.57,7,9.43432632608061
"SQ FN 008.jpg",9.380047511,123.508231534663,"Squaw",21.57,7,8.72751905154028
"SQ FN 009.jpg",8.845465145,111.462934077522,"Squaw",21.57,7,8.7767396184378
"SQ FN 010.jpg",8.625120922,113.723793703033,"Squaw",21.57,7,8.45109200935473
"SQ FN 011.jpg",9.280894785,128.768412911319,"Squaw",21.57,7,8.41249643820855
"SQ FN 012.jpg",9.498417393,116.98318774294,"Squaw",21.57,7,9.14341877807611
"SQ FN 013.jpg",8.953437634,117.440981313722,"Squaw",21.57,7,8.59773873696532
"SQ FN 014.jpg",9.17823686,122.619634064044,"Squaw",21.57,7,8.57847562301803
"SQ FN 015.jpg",8.570018836,112.528748728936,"Squaw",21.57,7,8.45287357450413
"SQ FN 016.jpg",9.28201835,109.120461114724,"Squaw",21.57,7,9.33330209334991
"SQ FN 017.jpg",8.84428612,111.943876579382,"Squaw",21.57,7,8.75192473855688
"SQ FN 018.jpg",8.679701577,111.414601033482,"Squaw",21.57,7,8.61460499241295
"SQ FN 019.jpg",8.587211162,89.7719443804689,"Squaw",21.57,7,9.75805098963219
"SQ FN 020.jpg",8.799027504,112.160549709869,"Squaw",21.57,7,8.69659441293815
"SQ FN 021.jpg",8.246852388,94.4381102104971,"Squaw",21.57,7,9.07838858747498
"SQ FN 022.jpg",8.087610983,102.948772316381,"Squaw",21.57,7,8.43447242751187
"SQ FN 023.jpg",9.44714818,111.628521680438,"Squaw",21.57,7,9.36503199863115
"SQ FN 024.jpg",8.242515743,103.494165663771,"Squaw",21.57,7,8.56760610716768
"SQ FN1 001.jpg",11.22108965,176.660474278091,"Squaw",21.57,7,8.34281636453468
"SQ FN1 002.jpg",12.7984502,180.155263223393,"Squaw",21.57,7,9.39947941306575
"SQ FN9 025.jpg",7.179348461,83.0799818895021,"Squaw",21.57,7,8.56404651294234
"SQ FN9 026.jpg",7.719955804,80.9755027218109,"Squaw",21.57,7,9.35817920257175
"SQ FN9 027.jpg",8.009096909,80.1758389764024,"Squaw",21.57,7,9.76924555225011
"SQ FN9 028.jpg",7.27532141,76.4415365272049,"Squaw",21.57,7,9.14344975448713
"TW Electro 001.jpg",9.381328218,105.85811151499,"Towanda",5.2925,NA,9.61430103942202
"TW Electro 002.jpg",8.882038346,109.142494738576,"Towanda",5.2925,NA,8.9299822832605
"TW Electro 003.jpg",7.719955804,79.0123583916465,"Towanda",5.2925,NA,9.5032148740285
"TW Electro 004.jpg",7.91551668,97.9605630212995,"Towanda",5.2925,NA,8.51596052109197
"TW Electro 005.jpg",7.167386194,78.1375183154674,"Towanda",5.2925,NA,8.8847790950399
"TW Electro 006.jpg",7.971689,92.12104351846,"Towanda",5.2925,NA,8.91315443774625
"TW Electro 007.jpg",8.776916013,96.8262359655171,"Towanda",5.2925,NA,9.51187274365937
"TW Electro 008.jpg",9.451647967,112.238347764033,"Towanda",5.2925,NA,9.33755930073577
"TW Electro 009.jpg",7.864764046,86.6157824843717,"Towanda",5.2925,NA,9.13980604562278
"TW Electro 010.jpg",7.91551668,81.9494786563039,"Towanda",5.2925,NA,9.52361704188906
"TW Electro 011.jpg",7.502935627,78.6237851012656,"Towanda",5.2925,NA,9.26464224937778
"TW Electro 012.jpg",9.161046665,103.449682813675,"Towanda",5.2925,NA,9.5249301480904
"TW Electro 013.jpg",8.12996768,86.3166348075503,"Towanda",5.2925,NA,9.46851034525543
"TW Electro 014.jpg",7.781401263,86.4393186860008,"Towanda",5.2925,NA,9.05449248690222
"TW Electro 015.jpg",7.810020244,69.3169823215062,"Towanda",5.2925,NA,10.4360491717535
"TW FN 001.jpg",12.31759081,156.141066119903,"Towanda",5.2925,NA,9.89476809953889
"TW FN 002.jpg",11.21044468,136.906028839821,"Towanda",5.2925,NA,9.77869266627502
"TW FN 003.jpg",11.46624645,156.45291211176,"Towanda",5.2925,NA,9.19937078328491
"TW FN 004.jpg",10.7012123,115.952157476651,"Towanda",5.2925,NA,10.3585640924627
"TW FN 005.jpg",10.60144913,135.205307844219,"Towanda",5.2925,NA,9.32019822652667
"TW FN 006.jpg",12.74769022,167.271041556212,"Towanda",5.2925,NA,9.80781691051379
"TW FN 007.jpg",10.87277353,152.266143357281,"Towanda",5.2925,NA,8.87277113195436
"TW FN 008.jpg",10.75001504,137.581095563489,"Towanda",5.2925,NA,9.34820855666488
"TW FN 009.jpg",9.366834487,109.155212577,"Towanda",5.2925,NA,9.41670768920029
"TW FN 010.jpg",9.41343973,106.878997277903,"Towanda",5.2925,NA,9.58936228262087
"TW FN 011.jpg",11.30609986,152.222188793159,"Towanda",5.2925,NA,9.22805823557592
"TW FN 012.jpg",7.809104596,81.69643358703,"Towanda",5.2925,NA,9.41381245569394
"TW FN 013.jpg",12.08740528,163.961815199759,"Towanda",5.2925,NA,9.41698758871409
"TW FN 014.jpg",9.722845206,136.195300807113,"Towanda",5.2925,NA,8.50879051754989
"TW FN 015.jpg",7.385358795,80.2162524570302,"Towanda",5.2925,NA,9.00558503056206
