"","fishID","X13","X14","Y13","Y14","fishStdLength","lakeID","captureMethod","basin","DOC","DOClevel","X","Y","hyp_dist","opp_dist","sinAngle","ang_deg"
"129","HB AN 005.jpg",62.8222,60.5654,39.992,50.2787,169.612822707394,"HB","Angling",4,24.5,"high",-2.25680000000001,10.2867,10.5313504893722,2.25680000000001,0.21429350416905,12.3740820583149
"130","HB AN 006 07-24.jpg",79.1968,74.1585,45.0829,53.3752,149.416892076699,"HB","Angling",4,24.5,"high",-5.03829999999999,8.2923,9.70292255869333,5.03829999999999,0.519255922071225,31.2823534462437
"131","HB AN 006.jpg",68.7527,65.2889,41.6715,52.0631,169.288175353921,"HB","Angling",4,24.5,"high",-3.46380000000001,10.3916,10.9536870961334,3.46380000000001,0.316222288403939,18.4346180025106
"132","HB AN 007 07-24.jpg",70.9045,67.9655,49.1766,59.7781,154.573079080058,"HB","Angling",4,24.5,"high",-2.93899999999999,10.6015,11.0013418840612,2.93899999999999,0.267149228791628,15.4946995264119
"133","HB AN 007.jpg",61.9299,57.9412,51.3809,61.9824,159.0741235191,"HB","Angling",4,24.5,"high",-3.9887,10.6015,11.3270265268516,3.9887,0.352140077587395,20.6182678098132
"134","HB AN 008 07-24.jpg",59.3583,57.6788,46.185,55.1596,154.199137092689,"HB","Angling",4,24.5,"high",-1.6795,8.9746,9.13039787796786,1.6795,0.18394598159328,10.5996870374058
"135","HB AN 008.jpg",65.1839,59.6732,45.6077,55.9469,164.551079356229,"HB","Angling",4,24.5,"high",-5.51069999999999,10.3392,11.716094534016,5.51069999999999,0.470352981874673,28.0572117898493
"136","HB AN 009 07-24.jpg",61.9824,60.5654,41.4091,51.6433,156.338762131501,"HB","Angling",4,24.5,"high",-1.417,10.2342,10.331831330408,1.417,0.137148967562951,7.88290268861512
"137","HB AN 009.jpg",66.8633,63.8718,44.5056,55.6845,167.052683448815,"HB","Angling",4,24.5,"high",-2.99149999999999,11.1789,11.5722459989407,2.99149999999999,0.258506429976845,14.9814574260642
"138","HB AN 010 07-24.jpg",68.8052,64.5016,54.6348,64.4491,145.867154794662,"HB","Angling",4,24.5,"high",-4.3036,9.8143,10.7164106607576,4.3036,0.401589686718458,23.6775951512997
"139","HB AN 010.jpg",65.5513,60.9852,45.1879,53.7426,152.834661586958,"HB","Angling",4,24.5,"high",-4.5661,8.5547,9.69701816539497,4.5661,0.470876708913953,28.0912206666344
"140","HB AN 011 07-24.jpg",61.3001,59.4108,47.917,57.7838,152.991468080707,"HB","Angling",4,24.5,"high",-1.8893,9.8668,10.0460537889263,1.8893,0.188063894509759,10.8398168095673
"141","HB AN 011.jpg",61.3001,59.4108,39.2048,49.7539,166.632389030014,"HB","Angling",4,24.5,"high",-1.8893,10.5491,10.7169475738197,1.8893,0.176290868923848,10.1537874536791
"142","HB AN 012 07-24.jpg",72.7414,69.33,47.812,56.1043,128.518521103536,"HB","Angling",4,24.5,"high",-3.4114,8.2923,8.9665985328886,3.4114,0.38045642252046,22.3619573803585
"143","HB AN 012.jpg",65.2364,60.9852,47.4446,58.3611,159.99626894756,"HB","Angling",4,24.5,"high",-4.2512,10.9165,11.7150618303959,4.2512,0.362883274672083,21.2773737355191
"144","HB AN 013 07-24.jpg",67.7556,64.5016,49.0716,58.1512,143.646660458954,"HB","Angling",4,24.5,"high",-3.254,9.07960000000001,9.64508435214541,3.254,0.337373928645445,19.7169601418878
"145","HB AN 014 07-24.jpg",76.9926,70.9045,51.5383,58.8334,130.263376769144,"HB","Angling",4,24.5,"high",-6.0881,7.2951,9.5017601327333,6.0881,0.640733918237597,39.8465677271747
"146","HB AN 015 07-24.jpg",65.2889,61.72,53.5851,62.5597,148.095174992739,"HB","Angling",4,24.5,"high",-3.5689,8.9746,9.65818266393839,3.5689,0.369520863725794,21.6860707487842
"147","HB FN3 001.jpg",59.089,55.7843,48.1886,57.9545,144.506794218992,"HB","Fyke_Net",4,24.5,"high",-3.3047,9.7659,10.3098906347255,3.3047,0.320536862812997,18.695395171634
"148","HB FN9 001.jpg",66.8876,61.8925,43.7672,51.7119,134.410124226191,"HB","Fyke_Net",4,24.5,"high",-4.99510000000001,7.9447,9.38452354144844,4.99510000000001,0.532269963194002,32.1589557805867
"149","HB FN9 002.jpg",70.217,67.4614,45.0235,53.2901,123.417328761767,"HB","Fyke_Net",4,24.5,"high",-2.7556,8.2666,8.7137825839299,2.7556,0.316234651651961,18.4353646817338
"150","LC Electro1 001.jpg",82.0309,79.6692,61.825,67.2307,79.7599523829472,"LC","Electrofishing",7,4.07,"low",-2.3617,5.4057,5.89908631738848,2.3617,0.400350134399376,23.6000688929595
"151","LC Electro1 002.jpg",80.7189,77.8848,59.0959,64.9215,88.9876217641532,"LC","Electrofishing",7,4.07,"low",-2.83410000000001,5.82559999999999,6.47840552682525,2.83410000000001,0.437468754968302,25.9424889397821
"152","LC Electro1 003.jpg",73.7911,71.3769,49.7014,58.571,120.965267022315,"LC","Electrofishing",7,4.07,"low",-2.41419999999999,8.8696,9.19228838755617,2.41419999999999,0.262633187538824,15.2263637225375
"153","LC Electro1 004.jpg",76.3103,72.0067,56.5242,62.6647,100.932218421127,"LC","Electrofishing",7,4.07,"low",-4.3036,6.1405,7.49844738662612,4.3036,0.573932145963404,35.0248839757007
"154","LC Electro1 005.jpg",83.9203,78.3571,63.3995,66.3385,90.8265705503626,"LC","Electrofishing",7,4.07,"low",-5.56319999999999,2.93899999999999,6.29181335069628,5.56319999999999,0.884196604367539,62.15281673516
"155","LC Electro1 006.jpg",77.6748,75.1557,54.3199,60.6703,99.3435606674635,"LC","Electrofishing",7,4.07,"low",-2.51910000000001,6.3504,6.83179661362954,2.51910000000001,0.368731703015626,21.6374193719211
"156","LC Electro1 007.jpg",77.7273,74.0535,58.1512,64.1867,87.2227863219813,"LC","Electrofishing",7,4.07,"low",-3.6738,6.0355,7.06569647593215,3.6738,0.519948742847085,31.3288133321823
"157","LC Electro1 008.jpg",83.7629,79.4068,56.1043,63.6094,113.963478147738,"LC","Electrofishing",7,4.07,"low",-4.3561,7.5051,8.67768017502373,4.3561,0.501989000762878,30.131678708163
"158","LC Electro1 009.jpg",79.4068,75.8379,60.4604,66.0761,93.4974646101701,"LC","Electrofishing",7,4.07,"low",-3.5689,5.6157,6.6538059559924,3.5689,0.536369714356617,32.4368498301502
"159","LC Electro1 010.jpg",83.8678,79.5117,61.5101,66.7059,93.5291689810724,"LC","Electrofishing",7,4.07,"low",-4.3561,5.1958,6.78026141457687,4.3561,0.642467853914132,39.97608826792
"160","LC Electro1 011.jpg",82.4508,79.5117,62.9271,67.7556,73.5847623859723,"LC","Electrofishing",7,4.07,"low",-2.9391,4.8285,5.65267379741658,2.9391,0.519948630565458,31.3288058008288
"161","LC Electro1 012.jpg",85.6523,83.0806,62.7697,66.391,60.0097598752903,"LC","Electrofishing",7,4.07,"low",-2.57169999999999,3.62130000000001,4.44155992642225,2.57169999999999,0.579008285963067,35.3808209476672
"162","LC Electro1 013.jpg",89.536,86.4395,58.2561,64.7115,91.4421043310466,"LC","Electrofishing",7,4.07,"low",-3.09650000000001,6.4554,7.15964394435925,3.09650000000001,0.432493574270491,25.6259130272829
"163","LC Electro1 014.jpg",85.7572,82.5033,58.3086,65.0264,106.815416545787,"LC","Electrofishing",7,4.07,"low",-3.2539,6.7178,7.46436213282823,3.2539,0.435924723653126,25.8441500859912
"164","LC Electro1 015.jpg",96.2013,92.6325,62.7697,66.286,65.8160319188266,"LC","Electrofishing",7,4.07,"low",-3.56880000000001,3.5163,5.01005979305637,3.56880000000001,0.712326827904557,45.4245491767863
"165","LC Electro1 016.jpg",87.0693,85.9147,58.571,63.137,69.6307537263528,"LC","Electrofishing",7,4.07,"low",-1.1546,4.566,4.70971943538042,1.1546,0.245152607462432,14.1908525313677
"166","LC Electro1 017.jpg",84.2877,80.0891,59.7781,65.1314,88.0782908547276,"LC","Electrofishing",7,4.07,"low",-4.1986,5.3533,6.80338613118497,4.1986,0.617133868200527,38.1071351035801
"167","LC Electro1 018.jpg",88.9587,85.8622,58.9384,64.5541,97.0572202334788,"LC","Electrofishing",7,4.07,"low",-3.09649999999999,5.6157,6.41283078990862,3.09649999999999,0.482860081833551,28.8723656771289
"168","LC Electro1 019.jpg",89.8509,86.9643,63.1895,67.2832,64.9747298524588,"LC","Electrofishing",7,4.07,"low",-2.8866,4.09369999999999,5.00907568818838,2.8866,0.576273983403111,35.1888989340081
"169","LC Electro1 020.jpg",80.194,75.2081,59.3058,67.7031,112.071139343767,"LC","Electrofishing",7,4.07,"low",-4.9859,8.39730000000001,9.76595341479777,4.9859,0.510538990739518,30.6997383154195
"170","LC Electro1 021.jpg",77.0975,72.8989,57.8887,64.0817,106.575418106663,"LC","Electrofishing",7,4.07,"low",-4.1986,6.193,7.48207798408971,4.1986,0.561154268764389,34.1356607597651
"171","LC Electro1 022.jpg",83.1331,79.3543,66.286,70.3797,75.4676183244178,"LC","Electrofishing",7,4.07,"low",-3.7788,4.0937,5.57114971347926,3.7788,0.678280102733066,42.7093899573615
"172","LC Electro1 023.jpg",86.9118,84.6551,59.8831,64.4491,67.4854959309776,"LC","Electrofishing",7,4.07,"low",-2.2567,4.566,5.09323579760451,2.2567,0.443077856529122,26.3004260158876
"173","LC Electro1 024.jpg",86.492,84.6026,60.2505,64.8165,61.5534342543127,"LC","Electrofishing",7,4.07,"low",-1.88940000000001,4.566,4.94147633405241,1.88940000000001,0.382355367560882,22.4796560630845
"174","LC Electro1 025.jpg",84.6026,82.9756,61.72,67.2832,75.8963834349174,"LC","Electrofishing",7,4.07,"low",-1.627,5.56319999999999,5.79623353911831,1.627,0.280699524789591,16.3019589600086
"175","LC Electro1 026.jpg",77.9897,74.5259,59.4108,65.8662,96.7407756762887,"LC","Electrofishing",7,4.07,"low",-3.46380000000001,6.4554,7.32598796067808,3.46380000000001,0.472809949810429,28.2168516014443
"176","LC Electro1 027.jpg",85.9672,82.8182,58.9384,64.974,93.8534386290668,"LC","Electrofishing",7,4.07,"low",-3.149,6.0356,6.8076918526032,3.149,0.462565002673535,27.5527466915837
"177","LC Electro1 028.jpg",94.3644,93.9446,58.3611,62.6647,59.7085996671334,"LC","Electrofishing",7,4.07,"low",-0.419800000000009,4.3036,4.32402648002993,0.419800000000009,0.0970854369044251,5.57136149507203
"178","LC Electro2 001.jpg",80.5089,78.3046,58.9909,64.0293,64.9942427192594,"LC","Electrofishing",7,4.07,"low",-2.2043,5.0384,5.49949207200084,2.2043,0.400818834019708,23.6293777306568
"179","LC Electro3 001.jpg",82.5033,78.9869,56.8391,64.9215,104.64717453663,"LC","Electrofishing",7,4.07,"low",-3.51639999999999,8.08239999999999,8.81420777608514,3.51639999999999,0.398946801497095,23.5123544502317
"180","LT Electro 1.jpg",82.0834,79.9316,58.571,65.9711,116.134900447023,"LT","Electrofishing",7,4.02,"low",-2.15179999999999,7.40010000000001,7.70660257506511,2.15179999999999,0.279215124828442,16.2133665007334
"181","LT Electro 10.jpg",78.6195,75.1032,56.1043,61.3526,79.5671925741383,"LT","Electrofishing",7,4.02,"low",-3.5163,5.2483,6.31735851285963,3.5163,0.556609220901776,33.821625598744
"182","LT Electro 11.jpg",92.3176,89.641,60.4604,65.3413,69.8557661599957,"LT","Electrofishing",7,4.02,"low",-2.67659999999999,4.8809,5.56663025267531,2.67659999999999,0.480829492620535,28.7395915061828
"183","LT Electro 12.jpg",77.4649,73.3712,60.8278,67.0208,87.5992941280351,"LT","Electrofishing",7,4.02,"low",-4.0937,6.19299999999999,7.42372067699209,4.0937,0.55143507927061,33.4655212104589
"184","LT Electro 13.jpg",75.2606,73.3188,55.6845,61.615,84.7610164276597,"LT","Electrofishing",7,4.02,"low",-1.9418,5.9305,6.24030588112474,1.9418,0.311170644034201,18.1297930968772
"185","LT Electro 14.jpg",81.926,79.8266,51.9057,56.9965,76.6858198940326,"LT","Electrofishing",7,4.02,"low",-2.0994,5.09079999999999,5.5066981940179,2.0994,0.381244790622564,22.4108091862682
"186","LT Electro 15.jpg",77.6748,75.1557,60.198,66.4435,82.1623688906911,"LT","Electrofishing",7,4.02,"low",-2.51910000000001,6.2455,6.73439938376096,2.51910000000001,0.374064538862138,21.9665074270463
"187","LT Electro 2.jpg",84.4976,82.1884,59.0959,64.0293,74.5809592250596,"LT","Electrofishing",7,4.02,"low",-2.3092,4.93340000000001,5.44709465678724,2.3092,0.423932416361202,25.0831075421141
"188","LT Electro 3.jpg",81.716,79.7742,56.6816,62.6122,84.2548261682973,"LT","Electrofishing",7,4.02,"low",-1.9418,5.9306,6.24040091660784,1.9418,0.311165905195643,18.1295073978516
"189","LT Electro 4.jpg",86.1771,84.97,62.5073,67.9655,78.5519106294048,"LT","Electrofishing",7,4.02,"low",-1.2071,5.45820000000001,5.59008386788607,1.2071,0.215935937371986,12.4704424760423
"190","LT Electro 5.jpg",88.0665,82.6082,58.0462,63.7668,95.0869940751626,"LT","Electrofishing",7,4.02,"low",-5.45830000000001,5.7206,7.90685166485373,5.45830000000001,0.690325331922233,43.6558672273152
"191","LT Electro 6.jpg",81.6635,79.0919,56.6816,62.2448,79.2148725705596,"LT","Electrofishing",7,4.02,"low",-2.5716,5.56319999999999,6.12881071660726,2.5716,0.419592008777777,24.8088319813952
"192","LT Electro 7.jpg",84.3402,83.3955,59.0959,64.2392,71.7308427456419,"LT","Electrofishing",7,4.02,"low",-0.944699999999997,5.1433,5.22933963134926,0.944699999999997,0.180653785486916,10.4078432675794
"193","LT Electro 8.jpg",82.7657,79.5117,55.1072,60.5654,80.7285929729981,"LT","Electrofishing",7,4.02,"low",-3.25399999999999,5.4582,6.35456239563354,3.25399999999999,0.512073026812348,30.8020119333392
"194","LT Electro 9.jpg",75.5755,73.3712,53.7951,61.2477,114.477462374958,"LT","Electrofishing",7,4.02,"low",-2.2043,7.4526,7.77175560925587,2.2043,0.283629608395658,16.4769510935666
"195","LT FN 001 06-05.jpg",73.2663,69.8024,46.29,56.5242,148.795948227934,"LT","Fyke_Net",7,4.02,"low",-3.4639,10.2342,10.8045107640281,3.4639,0.32059757962688,18.699067809454
"196","LT FN 002 06-05.jpg",72.2691,69.1201,54.11,65.4988,148.011342588195,"LT","Fyke_Net",7,4.02,"low",-3.149,11.3888,11.8161316191045,3.149,0.266500078156599,15.4561067566121
"197","LT FN 003 06-05.jpg",73.5287,68.5953,51.2759,60.4604,129.387733185376,"LT","Fyke_Net",7,4.02,"low",-4.93340000000001,9.1845,10.4256163275847,4.93340000000001,0.473199842099209,28.2422065012952
"198","LT FN 004 06-05.jpg",69.9598,66.496,59.3058,68.6478,118.508389205153,"LT","Fyke_Net",7,4.02,"low",-3.46380000000001,9.34200000000001,9.96347702561712,3.46380000000001,0.347649720182445,20.3436287101093
"199","LT FN 005 06-05.jpg",73.1088,69.435,41.829,51.5383,137.831086911843,"LT","Fyke_Net",7,4.02,"low",-3.6738,9.7093,10.3811036470117,3.6738,0.353893008385244,20.725614671693
"200","LT FN 006 06-05.jpg",67.6506,64.2392,49.6489,58.3611,127.744983651062,"LT","Fyke_Net",7,4.02,"low",-3.4114,8.7122,9.35628552364666,3.4114,0.364610506100758,21.3836145543515
"201","LT FN 007 06-05.jpg",73.3712,67.0208,54.7398,62.3498,124.1404515691,"LT","Fyke_Net",7,4.02,"low",-6.35040000000001,7.61,9.91159322006306,6.35040000000001,0.640704260052311,39.8443544641965
"202","LT FN 008 06-05.jpg",72.479,67.3357,53.5851,61.7725,126.066757784636,"LT","Fyke_Net",7,4.02,"low",-5.1433,8.1874,9.66887033991045,5.1433,0.531944251932913,32.1369144593254
"203","LT FN 009 06-05.jpg",79.7217,77.3075,54.6873,61.72,105.031728802015,"LT","Fyke_Net",7,4.02,"low",-2.41419999999999,7.0327,7.43553837526241,2.41419999999999,0.32468395402704,18.9464285442401
"204","LT FN 010 06-05.jpg",86.8069,84.865,59.5682,65.8662,96.1291152765383,"LT","Fyke_Net",7,4.02,"low",-1.9419,6.29800000000001,6.59058264571503,1.9419,0.294647697235473,17.1364129643455
"205","LT FN 011 06-05.jpg",82.6607,76.8351,48.5993,56.0518,136.526582771744,"LT","Fyke_Net",7,4.02,"low",-5.82560000000001,7.4525,9.45924794103633,5.82560000000001,0.615862913871541,38.0146479364045
"206","LT FN 012 06-05.jpg",87.5416,84.7076,50.0688,56.1043,88.8050991883349,"LT","Fyke_Net",7,4.02,"low",-2.834,6.0355,6.66774446495965,2.834,0.425031285300936,25.1526436858741
"207","LT FN 013 06-05.jpg",77.2025,73.3712,57.8887,67.2307,125.393174056844,"LT","Fyke_Net",7,4.02,"low",-3.8313,9.342,10.0971195739181,3.8313,0.37944484780557,22.29929949678
"208","LT FN 014 06-05.jpg",70.5896,67.6506,50.3837,58.7285,124.873975599722,"LT","Fyke_Net",7,4.02,"low",-2.93900000000001,8.3448,8.84722600819037,2.93900000000001,0.332194520325265,19.4020281835831
"209","LT FN 015 06-05.jpg",76.0479,72.6365,50.9085,59.7781,117.431224749979,"LT","Fyke_Net",7,4.02,"low",-3.4114,8.86960000000001,9.50302341994379,3.4114,0.358980489602979,21.0375975999161
"210","MC FN7 001.jpg",67.753,64.2155,49.4268,58.5653,150.017599369307,"MC","Fyke_Net",4,14.3,"high",-3.53749999999999,9.1385,9.79929020388722,3.53749999999999,0.360995534002731,21.1613477629876
"211","MC FN7 002.jpg",67.9496,60.9237,51.1955,56.9931,137.219567910776,"MC","Fyke_Net",4,14.3,"high",-7.02590000000001,5.7976,9.10908538603081,7.02590000000001,0.771306854887379,50.471388753692
"212","MC FN7 003.jpg",68.49,64.3629,43.9731,52.9643,142.443336448744,"MC","Fyke_Net",4,14.3,"high",-4.1271,8.9912,9.89316086243421,4.1271,0.417166975993608,24.6558556010988
"213","MC FN7 004.jpg",62.1802,57.6687,48.0572,56.8841,145.37770597258,"MC","Fyke_Net",4,14.3,"high",-4.5115,8.82689999999999,9.91301144254358,4.5115,0.455108926903689,27.0719429957443
"214","MC FN7 005.jpg",67.9176,62.3763,48.4986,57.0802,137.126975237405,"MC","Fyke_Net",4,14.3,"high",-5.54129999999999,8.58159999999999,10.2151781310949,5.54129999999999,0.542457500876301,32.8510887926066
"215","MC FN7 006.jpg",65.4167,61.4446,51.7841,58.7966,122.940008549739,"MC","Fyke_Net",4,14.3,"high",-3.9721,7.0125,8.05932594327838,3.9721,0.492857594785927,29.5285766679353
"216","MC FN7 007.jpg",69.5849,64.8773,51.637,60.4639,137.721308964045,"MC","Fyke_Net",4,14.3,"high",-4.7076,8.8269,10.0037823531902,4.7076,0.4705820092636,28.0720826479723
"217","MC FN7 008.jpg",68.7022,64.2398,59.0908,65.2205,121.136764808913,"MC","Fyke_Net",4,14.3,"high",-4.4624,6.1297,7.58196780855735,4.4624,0.588554332156823,36.0544862038188
"218","MC FN7 009.jpg",68.2609,63.7984,47.3217,55.3639,148.384002021276,"MC","Fyke_Net",4,14.3,"high",-4.46250000000001,8.0422,9.19733043279408,4.46250000000001,0.485195137068087,29.0252580480953
"219","MC FN7 010.jpg",68.1628,63.9946,53.0591,61.7879,130.18602753464,"MC","Fyke_Net",4,14.3,"high",-4.16820000000001,8.7288,9.67294374427971,4.16820000000001,0.430913288673363,25.5255337052172
"220","MC FN7 011.jpg",66.9369,62.5725,54.3831,62.8667,133.803280983166,"MC","Fyke_Net",4,14.3,"high",-4.3644,8.4836,9.54041174792786,4.3644,0.457464532487073,27.2236190498422
"221","MC FN7 012.jpg",68.359,61.0523,50.0188,56.8841,138.989892549962,"MC","Fyke_Net",4,14.3,"high",-7.30669999999999,6.8653,10.0259767095281,7.30669999999999,0.728776877474305,46.783953149963
"222","MC FN7 013.jpg",69.1436,63.7984,49.9207,58.061,127.921932726527,"MC","Fyke_Net",4,14.3,"high",-5.34520000000001,8.1403,9.73835957079015,5.34520000000001,0.548880944592838,33.2902749190403
"223","MC FN7 014.jpg",68.0157,63.0629,48.3024,55.6091,132.993114414995,"MC","Fyke_Net",4,14.3,"high",-4.9528,7.3067,8.8271225623076,4.9528,0.561088844642169,34.1311320962643
"224","MC FN7 015.jpg",67.4273,61.6408,49.6265,57.7668,139.815101167971,"MC","Fyke_Net",4,14.3,"high",-5.7865,8.1403,9.98739537316913,5.7865,0.579380287231372,35.4069671409031
"225","MC FN8 001.jpg",65.0244,62.2783,51.4899,58.2081,110.999576249146,"MC","Fyke_Net",4,14.3,"high",-2.7461,6.7182,7.2577735187866,2.7461,0.378366725400259,22.2325505062191
"226","MC FN8 002.jpg",60.9542,56.786,48.6947,56.1485,122.445561452917,"MC","Fyke_Net",4,14.3,"high",-4.1682,7.4538,8.54008347031807,4.1682,0.488074854828644,29.2141257218115
"227","MC FN8 003.jpg",69.7811,65.3186,49.5774,57.7177,121.848235974839,"MC","Fyke_Net",4,14.3,"high",-4.46249999999999,8.1403,9.28323167544579,4.46249999999999,0.480705443536795,28.7314857821405
"228","MC FN8 004.jpg",75.9108,73.0666,48.4986,54.9226,115.683012370875,"MC","Fyke_Net",4,14.3,"high",-2.8442,6.424,7.02547148880415,2.8442,0.404841156146252,23.881173552011
"229","MC FN8 005.jpg",73.0666,67.8196,54.9226,60.3658,105.293553462546,"MC","Fyke_Net",4,14.3,"high",-5.247,5.4432,7.56038591872134,5.247,0.694012191495035,43.9485538156709
"230","MC FN8 006.jpg",70.4676,65.9561,55.8052,63.3081,134.854549587769,"MC","Fyke_Net",4,14.3,"high",-4.5115,7.5029,8.75483527315049,4.5115,0.515315235437491,31.0185280885886
"231","MC FN8 007.jpg",66.5936,63.7004,44.4775,52.7158,142.159925833548,"MC","Fyke_Net",4,14.3,"high",-2.89319999999999,8.2383,8.73156304048708,2.89319999999999,0.331349609065939,19.3507117476559
"232","MC FN8 008.jpg",73.9493,68.8003,45.9976,52.961,129.264742763756,"MC","Fyke_Net",4,14.3,"high",-5.149,6.9634,8.66031988785634,5.149,0.594550786423031,36.4806153043313
"233","MC FN8 009.jpg",73.1157,67.6724,48.8418,55.462,132.096690739549,"MC","Fyke_Net",4,14.3,"high",-5.44330000000001,6.6202,8.57068042398036,5.44330000000001,0.635107101271669,39.4279284206635
"234","MC FN8 010.jpg",90.8674,88.3174,50.1659,54.4322,65.321173608027,"MC","Fyke_Net",4,14.3,"high",-2.55,4.2663,4.97029332031823,2.55,0.51304819165818,30.8670824137777
"235","MC FN8 011.jpg",72.8214,68.0647,45.164,53.1082,138.93700859483,"MC","Fyke_Net",4,14.3,"high",-4.7567,7.9442,9.25940108916337,4.7567,0.513715731092688,30.9116512406726
"236","MC FN8 012.jpg",85.13,81.8444,56.3937,61.0033,82.8436348942995,"MC","Fyke_Net",4,14.3,"high",-3.2856,4.6096,5.66070486070419,3.2856,0.580422417499307,35.4802587218358
"237","MC FN8 013.jpg",79.0002,75.9108,47.1255,52.3726,94.7949019960989,"MC","Fyke_Net",4,14.3,"high",-3.08940000000001,5.2471,6.08904350206172,3.08940000000001,0.507370328189305,30.4888268285396
"238","MC FN8 014.jpg",75.8618,73.557,53.8437,59.2379,88.0251084980303,"MC","Fyke_Net",4,14.3,"high",-2.3048,5.3942,5.86596084882946,2.3048,0.392910907419356,23.1357462498899
"239","MC FN8 015.jpg",82.9233,81.305,57.7177,61.935,77.7304840130306,"MC","Fyke_Net",4,14.3,"high",-1.61829999999999,4.2173,4.51713561673767,1.61829999999999,0.358258006247053,20.9932527027825
"240","MK Electro 001.jpg",75.8711,74.224,54.6718,62.7477,114.410414922288,"MK","Electrofishing",NA,NA,NA,-1.64709999999999,8.0759,8.24215379740029,1.64709999999999,0.199838542265435,11.5275175856231
"241","MK Electro 002.jpg",86.5504,84.2126,56.6376,61.6851,88.7834897224704,"MK","Electrofishing",NA,NA,NA,-2.3378,5.0475,5.56260416441796,2.3378,0.420270781615937,24.8516842425594
"242","MK Electro 003.jpg",89.5789,87.9318,56.9564,61.4194,63.3438882167017,"MK","Electrofishing",NA,NA,NA,-1.64710000000001,4.463,4.75723737162652,1.64710000000001,0.34623035836382,20.2569195162063
"243","MK Electro 004.jpg",85.7534,84.6908,58.0722,64.2885,79.5060401683419,"MK","Electrofishing",NA,NA,NA,-1.0626,6.2163,6.30646528968486,1.0626,0.168493752235193,9.70025416938251
"244","MK Electro 005.jpg",82.0343,80.9716,59.4005,65.8293,85.7243792707769,"MK","Electrofishing",NA,NA,NA,-1.06270000000001,6.4288,6.51604179928276,1.06270000000001,0.163089807084568,9.38628541693846
"245","MK Electro 006.jpg",84.372,82.6187,58.5504,63.7041,75.3962525894358,"MK","Electrofishing",NA,NA,NA,-1.7533,5.15369999999999,5.44377484655638,1.7533,0.322074304948357,18.7884165354592
"246","MK Electro 007.jpg",87.5068,85.169,61.26,65.298,63.5442221862067,"MK","Electrofishing",NA,NA,NA,-2.3378,4.038,4.66591393405408,2.3378,0.50103796020274,30.0686946863881
"247","MK Electro 008.jpg",87.0817,86.2847,56.6376,61.5788,63.8142981841844,"MK","Electrofishing",NA,NA,NA,-0.796999999999997,4.9412,5.00506407950987,0.796999999999997,0.159238720491675,9.16271161035307
"248","MK Electro 009.jpg",88.9413,87.188,52.8653,58.3378,82.5318865312674,"MK","Electrofishing",NA,NA,NA,-1.7533,5.4725,5.7465047759486,1.7533,0.305107203136462,17.7646136181566
"249","MK Electro 010.jpg",77.465,75.3929,54.5655,60.7287,89.3076208891492,"MK","Electrofishing",NA,NA,NA,-2.07210000000001,6.1632,6.50220213850662,2.07210000000001,0.318676650750189,18.5829131998337
"250","MK Electro 011.jpg",82.1937,81.131,52.7591,60.0912,100.784322478647,"MK","Electrofishing",NA,NA,NA,-1.06270000000001,7.3321,7.40871255347379,1.06270000000001,0.143439226765753,8.24690870023623
"251","MK Electro 012.jpg",79.0058,75.4992,54.6187,60.8881,95.0432160979941,"MK","Electrofishing",NA,NA,NA,-3.50659999999999,6.2694,7.18342675329818,3.50659999999999,0.488151424163959,29.2191523011658
"252","MK Electro 013.jpg",95.1576,92.4479,56.1063,61.0475,63.7074443073963,"MK","Electrofishing",NA,NA,NA,-2.7097,4.9412,5.63541760032032,2.7097,0.4808339314279,28.7398815622797
"253","MK Electro 014.jpg",90.0039,88.3037,54.8843,61.3132,84.7977650406542,"MK","Electrofishing",NA,NA,NA,-1.7002,6.4289,6.64991994312713,1.7002,0.25567225087532,14.81342281479
"254","MK Electro 015.jpg",85.6472,82.4593,53.5029,61.5257,113.587547234237,"MK","Electrofishing",NA,NA,NA,-3.1879,8.0228,8.632961615228,3.1879,0.369270725631022,21.6706480795055
"255","MK Electro2 001.jpg",82.4062,78.6339,58.5504,67.1576,115.633591188806,"MK","Electrofishing",NA,NA,NA,-3.7723,8.6072,9.39756027541191,3.7723,0.401412695364133,23.6665226355907
"256","MK Electro2 002.jpg",95.6358,93.4043,60.8881,64.6604,62.573331537405,"MK","Electrofishing",NA,NA,NA,-2.2315,3.77229999999999,4.38290309498167,2.2315,0.50913742595747,30.6063911845226
"257","MK Electro2 003.jpg",83.947,82.4062,56.6376,63.7041,86.8805541005581,"MK","Electrofishing",NA,NA,NA,-1.5408,7.0665,7.23252977111052,1.5408,0.213037491550266,12.3004166669598
"258","MK Electro2 004.jpg",99.6127,99.2454,54.5298,58.9384,62.0474594330823,"MK","Electrofishing",NA,NA,NA,-0.3673,4.4086,4.42387423532812,0.3673,0.0830267725666385,4.76256612771276
"259","MK Electro2 005.jpg",74.8408,73.1088,61.7725,69.4875,96.1184849425437,"MK","Electrofishing",NA,NA,NA,-1.732,7.715,7.90702529400279,1.732,0.21904571385571,12.6529893712854
"260","MK Electro2 006.jpg",79.1652,78.3151,53.928,63.4915,120.094455109052,"MK","Electrofishing",NA,NA,NA,-0.850099999999998,9.5635,9.60120837499114,0.850099999999998,0.0885409384733598,5.07967390581973
