"fishID","pecFinInsertionAngle","stdLength","lakeID","DOC","basin"
"RB FN4(2) 002.jpg",62.6024320832741,143.018188711821,"Red_Bass",NA,NA
"RB FN4(2) 003.jpg",59.9706196539108,157.882124601109,"Red_Bass",NA,NA
"RB FN4(2) 004.jpg",81.1294999261665,148.645333192569,"Red_Bass",NA,NA
"RB FN4(2) 005.jpg",49.8035944379498,133.37069043778,"Red_Bass",NA,NA
"RB FN4(2) 006.jpg",58.6470605585326,132.951457833639,"Red_Bass",NA,NA
"RB FN4(2) 007.jpg",67.6718199722477,138.181262100619,"Red_Bass",NA,NA
"RB FN4(2) 008.jpg",43.2511784096657,150.895591815699,"Red_Bass",NA,NA
"RB FN4(2) 009.jpg",64.9036441948839,150.535929639837,"Red_Bass",NA,NA
"RB FN4(2) 010.jpg",63.8635576448951,142.709709111188,"Red_Bass",NA,NA
"RB FN4(2) 011.jpg",66.2621156552288,138.828364932567,"Red_Bass",NA,NA
"RB FN4(2) 012.jpg",50.687950935262,149.471691428745,"Red_Bass",NA,NA
"RB FN4(2) 013.jpg",67.9961612762053,126.597290046549,"Red_Bass",NA,NA
"RB FN5 001.jpg",75.3483593476424,130.114461960114,"Red_Bass",NA,NA
"RB FN5 002.jpg",69.3626108992893,124.295817146355,"Red_Bass",NA,NA
"RB FN5 003.jpg",53.0014533822929,144.846490319131,"Red_Bass",NA,NA
"RB FN5 004.jpg",57.9293541313103,133.298105683952,"Red_Bass",NA,NA
"RB FN5 005.jpg",48.5139592007347,134.667205350746,"Red_Bass",NA,NA
"RB FN5 006.jpg",59.1492560815708,146.732835548694,"Red_Bass",NA,NA
"RB FN5 007.jpg",63.8802115626723,129.192507059891,"Red_Bass",NA,NA
"RB FN5 008.jpg",73.8458889203056,122.242550498998,"Red_Bass",NA,NA
"RB FN5 009.jpg",56.4024869814384,136.915552402786,"Red_Bass",NA,NA
"RB FN5 010.jpg",59.0360266593734,120.560167002082,"Red_Bass",NA,NA
"RB FN5 011.jpg",67.8904620616811,132.459737932551,"Red_Bass",NA,NA
"RB FN5 012.jpg",79.6953138620851,135.712443667115,"Red_Bass",NA,NA
"RB FN5 013.jpg",57.0303213212364,115.413693222252,"Red_Bass",NA,NA
"RB FN8 001.jpg",67.8469452959507,133.874735576247,"Red_Bass",NA,NA
"RB FN8 002.jpg",73.6860011521842,137.985662914558,"Red_Bass",NA,NA
"SQ FN 003.jpg",75.2775585288792,114.52506621369,"Squaw",21.57,7
"SQ FN 004.jpg",73.2290199533946,117.066429627669,"Squaw",21.57,7
"SQ FN 005.jpg",85.7317230181763,111.668446097364,"Squaw",21.57,7
"SQ FN 006.jpg",52.5349019974897,116.430521235671,"Squaw",21.57,7
"SQ FN 007.jpg",71.9655775584662,103.22,"Squaw",21.57,7
"SQ FN 008.jpg",79.7959313838603,123.508231534663,"Squaw",21.57,7
"SQ FN 009.jpg",78.5302790884398,111.462934077522,"Squaw",21.57,7
"SQ FN 010.jpg",75.0938254674715,113.723793703033,"Squaw",21.57,7
"SQ FN 011.jpg",74.3319987704359,128.768412911319,"Squaw",21.57,7
"SQ FN 012.jpg",61.9047424838314,116.98318774294,"Squaw",21.57,7
"SQ FN 013.jpg",56.6187970373711,117.440981313722,"Squaw",21.57,7
"SQ FN 014.jpg",52.6707371371977,122.619634064044,"Squaw",21.57,7
"SQ FN 015.jpg",80.133711559546,112.528748728936,"Squaw",21.57,7
"SQ FN 016.jpg",89.0377514264737,109.120461114724,"Squaw",21.57,7
"SQ FN 017.jpg",70.9978341536019,111.943876579382,"Squaw",21.57,7
"SQ FN 018.jpg",69.4435763876442,111.414601033482,"Squaw",21.57,7
"SQ FN 019.jpg",78.6900675259797,89.7719443804689,"Squaw",21.57,7
"SQ FN 020.jpg",68.4876732250659,112.160549709869,"Squaw",21.57,7
"SQ FN 021.jpg",75.8500778717789,94.4381102104971,"Squaw",21.57,7
"SQ FN 022.jpg",73.7395937568638,102.948772316381,"Squaw",21.57,7
"SQ FN 023.jpg",70.3163403045403,111.628521680438,"Squaw",21.57,7
"SQ FN 024.jpg",73.5593739584731,103.494165663771,"Squaw",21.57,7
"SQ FN1 001.jpg",56.5309688551444,176.660474278091,"Squaw",21.57,7
"SQ FN1 002.jpg",63.3160488995585,180.155263223393,"Squaw",21.57,7
"SQ FN9 025.jpg",72.0876687540603,83.0799818895021,"Squaw",21.57,7
"SQ FN9 026.jpg",59.8755598472578,80.9755027218109,"Squaw",21.57,7
"SQ FN9 027.jpg",68.1984058053363,80.1758389764024,"Squaw",21.57,7
"SQ FN9 028.jpg",56.3093438348784,76.4415365272049,"Squaw",21.57,7
"TW Electro 001.jpg",75.0974628790379,105.85811151499,"Towanda",5.2925,NA
"TW Electro 002.jpg",58.7004086772187,109.142494738576,"Towanda",5.2925,NA
"TW Electro 003.jpg",66.4351643877858,79.0123583916465,"Towanda",5.2925,NA
"TW Electro 004.jpg",69.775663156175,97.9605630212995,"Towanda",5.2925,NA
"TW Electro 005.jpg",62.6673843420462,78.1375183154674,"Towanda",5.2925,NA
"TW Electro 006.jpg",60.1953397676585,92.12104351846,"Towanda",5.2925,NA
"TW Electro 007.jpg",69.8636441077015,96.8262359655171,"Towanda",5.2925,NA
"TW Electro 008.jpg",72.6934173097497,112.238347764033,"Towanda",5.2925,NA
"TW Electro 009.jpg",49.4974607752672,86.6157824843717,"Towanda",5.2925,NA
"TW Electro 010.jpg",77.4716964354292,81.9494786563039,"Towanda",5.2925,NA
"TW Electro 011.jpg",60.9454969675444,78.6237851012656,"Towanda",5.2925,NA
"TW Electro 012.jpg",63.7946232430887,103.449682813675,"Towanda",5.2925,NA
"TW Electro 013.jpg",74.5601197262058,86.3166348075503,"Towanda",5.2925,NA
"TW Electro 014.jpg",59.9315505360951,86.4393186860008,"Towanda",5.2925,NA
"TW Electro 015.jpg",69.445022098689,69.3169823215062,"Towanda",5.2925,NA
"TW FN 001.jpg",63.8997491928187,156.141066119903,"Towanda",5.2925,NA
"TW FN 002.jpg",75.9635989862857,136.906028839821,"Towanda",5.2925,NA
"TW FN 003.jpg",72.3834760361663,156.45291211176,"Towanda",5.2925,NA
"TW FN 004.jpg",80.788706583896,115.952157476651,"Towanda",5.2925,NA
"TW FN 005.jpg",58.8611865283098,135.205307844219,"Towanda",5.2925,NA
"TW FN 006.jpg",81.534497675825,167.271041556212,"Towanda",5.2925,NA
"TW FN 007.jpg",76.3208102804869,152.266143357281,"Towanda",5.2925,NA
"TW FN 008.jpg",71.672785398274,137.581095563489,"Towanda",5.2925,NA
"TW FN 009.jpg",74.5281958755318,109.155212577,"Towanda",5.2925,NA
"TW FN 010.jpg",70.167921103912,106.878997277903,"Towanda",5.2925,NA
"TW FN 011.jpg",75.9637565320735,152.222188793159,"Towanda",5.2925,NA
"TW FN 012.jpg",65.018305726719,81.69643358703,"Towanda",5.2925,NA
"TW FN 013.jpg",65.488999398792,163.961815199759,"Towanda",5.2925,NA
"TW FN 014.jpg",61.7210831212864,136.195300807113,"Towanda",5.2925,NA
"TW FN 015.jpg",69.171355755111,80.2162524570302,"Towanda",5.2925,NA
