1,123,10,0,,,,,,,
, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5, Y5
SQ FN9 005.jpg,31.1016,69.2821,52.1746,65.7426,62.2032,62.0065,39.3931,59.0242,29.889,63.2519
SQ FN9 008.jpg,25.7268,66.3326,48.4713,66.8241,60.3351,62.8586,38.5738,58.0738,25.8579,60.2695
SQ FN9 017.jpg,30.61,65.5788,50.7326,68.9872,60.4006,67.5452,42.7688,59.3191,30.315,59.1225
SQ FN9 020.jpg,27.5293,69.0527,48.6024,67.6762,57.8116,65.7426,38.9016,59.8435,26.71,63.088
SQ FN9 024.jpg,30.6755,64.4973,48.7007,67.8729,57.1233,67.6435,43.3915,60.2695,31.4949,59.483
TO FN1 001.jpg,18.0579,64.3334,47.3898,71.4124,60.7284,70.2653,34.1495,53.3217,18.5167,55.2553
TO FN1 003.jpg,20.9747,66.0376,48.9629,69.2166,64.4973,70.5603,37.0663,54.8948,23.9243,58.041
TO FN1 004.jpg,29.3974,65.7099,51.257,68.2662,62.5309,67.4796,46.7015,59.5158,30.5117,59.8107
TO FN1 006.jpg,19.7949,66.3981,50.9292,71.3796,63.809,70.0359,34.7394,53.8133,21.9579,57.6149
TO FN1 007.jpg,23.7604,65.9393,52.7973,69.3804,68.9216,66.6603,40.0158,54.6981,24.5142,57.8443
TO FN1 013.jpg,24.7436,65.7426,58.8931,71.0519,71.7073,71.7073,40.1469,53.42,23.0394,57.3527
TO shock 008.jpg,30.1184,67.6107,51.2242,65.0544,62.5637,63.1208,42.8015,56.9922,29.3646,61.5477
TO shock 012.jpg,31.7243,67.6762,51.5192,66.3653,60.3023,63.9729,42.2444,58.8603,30.0201,63.5796
TO shock 013.jpg,35.0343,68.8888,51.1587,66.3326,56.3696,62.9242,41.1301,60.3023,33.3957,64.5628
