imageID,parameter,parameterValue,parameterUnit,processedBy,replicate,imageFile,comments,metadataID,updateID
BH FN3 006 06-28.jpg,Y1,70.2747,,CB,,,,,
BH FN3 007 06-28.jpg,Y1,73.0563,,CB,,,,,
BH FN3 008 06-28.jpg,Y1,72.0592,,CB,,,,,
BH FN3 009 06-28.jpg,Y1,70.1173,,CB,,,,,
BH FN3 010 06-28.jpg,Y1,69.33,,CB,,,,,
BH FN3 011 06-28.jpg,Y1,70.1173,,CB,,,,,
BH FN3 012 06-28.jpg,Y1,72.7414,,CB,,,,,
BH FN3 013 06-28.jpg,Y1,69.3825,,CB,,,,,
BH FN4 001 06-28.jpg,Y1,65.2889,,CB,,,,,
BH FN4 002 06-28.jpg,Y1,73.7911,,CB,,,,,
BH FN4 003 06-28.jpg,Y1,69.435,,CB,,,,,
BH FN4 004 06-28.jpg,Y1,64.2392,,CB,,,,,
CR FN1 001.jpg,Y1,69.9598,,CB,,,,,
CR FN1 002.jpg,Y1,79.6692,,CB,,,,,
CR FN1 003.jpg,Y1,68.5428,,CB,,,,,
CR FN1 004.jpg,Y1,72.479,,CB,,,,,
CR FN1 005.jpg,Y1,71.6918,,CB,,,,,
CR FN1 006.jpg,Y1,65.7612,,CB,,,,,
CR FN1 007.jpg,Y1,71.1145,,CB,,,,,
CR FN1 008.jpg,Y1,74.2634,,CB,,,,,
CR FN1 009.jpg,Y1,70.1173,,CB,,,,,
CR FN1 010.jpg,Y1,71.4294,,CB,,,,,
CR FN1 011.jpg,Y1,75.4181,,CB,,,,,
CR FN1 012.jpg,Y1,72.2691,,CB,,,,,
CR FN1 013.jpg,Y1,70.7471,,CB,,,,,
CR FN1 014.jpg,Y1,69.0151,,CB,,,,,
CR FN1 015.jpg,Y1,71.2194,,CB,,,,,
CR FN7 001.jpg,Y1,75.1032,,CB,,,,,
CR FN7 002.jpg,Y1,69.8024,,CB,,,,,
CR FN7 003.jpg,Y1,73.5812,,CB,,,,,
CR FN7 004.jpg,Y1,74.7358,,CB,,,,,
CR FN9 001.jpg,Y1,68.9102,,CB,,,,,
CR FN9 002.jpg,Y1,70.1173,,CB,,,,,
CR FN9 003.jpg,Y1,68.9627,,CB,,,,,
CR FN9 004.jpg,Y1,70.9045,,CB,,,,,
CR FN9 005.jpg,Y1,71.1669,,CB,,,,,
CR FN9 006.jpg,Y1,72.5315,,CB,,,,,
CR FN9 007.jpg,Y1,75.1032,,CB,,,,,
CR FN9 008.jpg,Y1,74.6308,,CB,,,,,
CR FN9 009.jpg,Y1,70.3797,,CB,,,,,
CR FN9 010.jpg,Y1,73.3712,,CB,,,,,
CR FN9 011.jpg,Y1,71.4818,,CB,,,,,
FD Electro 001.jpg,Y1,66.3385,,CB,,,,,
FD Electro 002.jpg,Y1,73.0563,,CB,,,,,
FD Electro 003.jpg,Y1,71.062,,CB,,,,,
FD Electro 004.jpg,Y1,76.5727,,CB,,,,,
FD Electro 005.jpg,Y1,74.211,,CB,,,,,
FD Electro 006.jpg,Y1,69.33,,CB,,,,,
FD Electro 007.jpg,Y1,71.1669,,CB,,,,,
FD Electro 008.jpg,Y1,78.4621,,CB,,,,,
FD Electro 009.jpg,Y1,77.045,,CB,,,,,
FD Electro 010.jpg,Y1,75.0507,,CB,,,,,
FD Electro 011.jpg,Y1,71.5343,,CB,,,,,
FD Electro 012.jpg,Y1,73.1088,,CB,,,,,
FD Electro 013.jpg,Y1,69.2251,,CB,,,,,
FD Electro 014.jpg,Y1,71.6393,,CB,,,,,
FD Electro 015.jpg,Y1,78.672,,CB,,,,,
FD Electro 016.jpg,Y1,70.2223,,CB,,,,,
FD Electro 017.jpg,Y1,70.5372,,CB,,,,,
FD Electro 018.jpg,Y1,72.584,,CB,,,,,
FD Electro 019.jpg,Y1,74.106,,CB,,,,,
FD Electro 020.jpg,Y1,69.1726,,CB,,,,,
FD Electro 021.jpg,Y1,70.1698,,CB,,,,,
FD Electro 022.jpg,Y1,62.2973,,CB,,,,,
FD Electro 023.jpg,Y1,72.3216,,CB,,,,,
FD Electro 024.jpg,Y1,74.2634,,CB,,,,,
FD Electro 025.jpg,Y1,71.6393,,CB,,,,,
FD Electro 026.jpg,Y1,74.0535,,CB,,,,,
FD Electro 027.jpg,Y1,72.4265,,CB,,,,,
FD Electro 028.jpg,Y1,74.8408,,CB,,,,,
FD Electro 029.jpg,Y1,69.4875,,CB,,,,,
FD Electro 030.jpg,Y1,70.6421,,CB,,,,,
HB AN 001 07-24.jpg,Y1,68.4378,,CB,,,,,
HB AN 001.jpg,Y1,67.7031,,CB,,,,,
HB AN 002 07-24.jpg,Y1,77.8323,,CB,,,,,
HB AN 002.jpg,Y1,68.6478,,CB,,,,,
HB AN 003 07-24.jpg,Y1,78.2522,,CB,,,,,
HB AN 003.jpg,Y1,66.0761,,CB,,,,,
HB AN 004 07-24.jpg,Y1,74.7358,,CB,,,,,
HB AN 004.jpg,Y1,77.3599,,CB,,,,,
HB AN 005 07-24.jpg,Y1,77.9897,,CB,,,,,
HB AN 005.jpg,Y1,67.7556,,CB,,,,,
HB AN 006 07-24.jpg,Y1,64.4491,,CB,,,,,
HB AN 006.jpg,Y1,69.5925,,CB,,,,,
HB AN 007 07-24.jpg,Y1,74.001,,CB,,,,,
HB AN 007.jpg,Y1,76.9401,,CB,,,,,
HB AN 008 07-24.jpg,Y1,73.8436,,CB,,,,,
HB AN 008.jpg,Y1,71.0095,,CB,,,,,
HB AN 009 07-24.jpg,Y1,70.6421,,CB,,,,,
HB AN 009.jpg,Y1,78.1997,,CB,,,,,
HB AN 010 07-24.jpg,Y1,77.3599,,CB,,,,,
HB AN 010.jpg,Y1,68.5428,,CB,,,,,
HB AN 011 07-24.jpg,Y1,73.4762,,CB,,,,,
HB AN 011.jpg,Y1,66.5484,,CB,,,,,
HB AN 012 07-24.jpg,Y1,66.8109,,CB,,,,,
HB AN 012.jpg,Y1,71.9017,,CB,,,,,
HB AN 013 07-24.jpg,Y1,69.5925,,CB,,,,,
HB AN 014 07-24.jpg,Y1,67.7556,,CB,,,,,
HB AN 015 07-24.jpg,Y1,74.211,,CB,,,,,
HB FN3 001.jpg,Y1,71.7156,,CB,,,,,
HB FN9 001.jpg,Y1,62.0352,,CB,,,,,
HB FN9 002.jpg,Y1,60.917,,CB,,,,,
LC Electro1 001.jpg,Y1,74.4734,,CB,,,,,
LC Electro1 002.jpg,Y1,74.5259,,CB,,,,,
LC Electro1 003.jpg,Y1,73.2138,,CB,,,,,
LC Electro1 004.jpg,Y1,70.6421,,CB,,,,,
LC Electro1 005.jpg,Y1,74.7358,,CB,,,,,
LC Electro1 006.jpg,Y1,71.3769,,CB,,,,,
LC Electro1 007.jpg,Y1,74.4209,,CB,,,,,
LC Electro1 008.jpg,Y1,73.4762,,CB,,,,,
LC Electro1 009.jpg,Y1,74.1585,,CB,,,,,
LC Electro1 010.jpg,Y1,73.5812,,CB,,,,,
LC Electro1 011.jpg,Y1,73.3712,,CB,,,,,
LC Electro1 012.jpg,Y1,72.3216,,CB,,,,,
LC Electro1 013.jpg,Y1,71.1669,,CB,,,,,
LC Electro1 014.jpg,Y1,72.3216,,CB,,,,,
LC Electro1 015.jpg,Y1,72.479,,CB,,,,,
LC Electro1 016.jpg,Y1,71.4294,,CB,,,,,
LC Electro1 017.jpg,Y1,76.6252,,CB,,,,,
LC Electro1 018.jpg,Y1,74.1585,,CB,,,,,
LC Electro1 019.jpg,Y1,73.1088,,CB,,,,,
LC Electro1 020.jpg,Y1,78.3046,,CB,,,,,
LC Electro1 021.jpg,Y1,77.9897,,CB,,,,,
LC Electro1 022.jpg,Y1,77.045,,CB,,,,,
LC Electro1 023.jpg,Y1,71.4294,,CB,,,,,
LC Electro1 024.jpg,Y1,71.4294,,CB,,,,,
LC Electro1 025.jpg,Y1,74.5259,,CB,,,,,
LC Electro1 026.jpg,Y1,75.8379,,CB,,,,,
LC Electro1 027.jpg,Y1,75.3131,,CB,,,,,
LC Electro1 028.jpg,Y1,69.5925,,CB,,,,,
LC Electro2 001.jpg,Y1,72.2691,,CB,,,,,
LC Electro3 001.jpg,Y1,76.6777,,CB,,,,,
LT Electro 1.jpg,Y1,75.733,,CB,,,,,
LT Electro 10.jpg,Y1,67.5981,,CB,,,,,
LT Electro 11.jpg,Y1,69.5925,,CB,,,,,
LT Electro 12.jpg,Y1,73.5812,,CB,,,,,
LT Electro 13.jpg,Y1,68.4378,,CB,,,,,
LT Electro 14.jpg,Y1,64.5016,,CB,,,,,
LT Electro 15.jpg,Y1,73.9485,,CB,,,,,
LT Electro 2.jpg,Y1,68.4378,,CB,,,,,
LT Electro 3.jpg,Y1,69.4875,,CB,,,,,
LT Electro 4.jpg,Y1,74.5259,,CB,,,,,
LT Electro 5.jpg,Y1,70.0123,,CB,,,,,
LT Electro 6.jpg,Y1,70.0648,,CB,,,,,
LT Electro 7.jpg,Y1,73.2138,,CB,,,,,
LT Electro 8.jpg,Y1,66.1286,,CB,,,,,
LT Electro 9.jpg,Y1,69.1201,,CB,,,,,
LT FN 001 06-05.jpg,Y1,68.5953,,CB,,,,,
LT FN 002 06-05.jpg,Y1,77.3075,,CB,,,,,
LT FN 003 06-05.jpg,Y1,69.6449,,CB,,,,,
LT FN 004 06-05.jpg,Y1,82.8182,,CB,,,,,
LT FN 005 06-05.jpg,Y1,59.2008,,CB,,,,,
LT FN 006 06-05.jpg,Y1,65.6038,,CB,,,,,
LT FN 007 06-05.jpg,Y1,72.4265,,CB,,,,,
LT FN 008 06-05.jpg,Y1,72.4265,,CB,,,,,
LT FN 009 06-05.jpg,Y1,71.3769,,CB,,,,,
LT FN 010 06-05.jpg,Y1,71.7967,,CB,,,,,
LT FN 011 06-05.jpg,Y1,67.1782,,CB,,,,,
LT FN 012 06-05.jpg,Y1,62.2448,,CB,,,,,
LT FN 013 06-05.jpg,Y1,76.7826,,CB,,,,,
LT FN 014 06-05.jpg,Y1,69.7499,,CB,,,,,
LT FN 015 06-05.jpg,Y1,70.4847,,CB,,,,,
MC FN7 001.jpg,Y1,73.7471,,CB,,,,,
MC FN7 002.jpg,Y1,65.9843,,CB,,,,,
MC FN7 003.jpg,Y1,69.2761,,CB,,,,,
MC FN7 004.jpg,Y1,70.2715,,CB,,,,,
MC FN7 005.jpg,Y1,66.1523,,CB,,,,,
MC FN7 006.jpg,Y1,69.2907,,CB,,,,,
MC FN7 007.jpg,Y1,71.4974,,CB,,,,,
MC FN7 008.jpg,Y1,72.5762,,CB,,,,,
MC FN7 009.jpg,Y1,69.2417,,CB,,,,,
MC FN7 010.jpg,Y1,71.8407,,CB,,,,,
MC FN7 011.jpg,Y1,70.6147,,CB,,,,,
MC FN7 012.jpg,Y1,69.9772,,CB,,,,,
MC FN7 013.jpg,Y1,66.4955,,CB,,,,,
MC FN7 014.jpg,Y1,65.5638,,CB,,,,,
MC FN7 015.jpg,Y1,71.2032,,CB,,,,,
MC FN8 001.jpg,Y1,69.683,,CB,,,,,
MC FN8 002.jpg,Y1,70.4676,,CB,,,,,
MC FN8 003.jpg,Y1,69.5849,,CB,,,,,
MC FN8 004.jpg,Y1,69.4378,,CB,,,,,
MC FN8 005.jpg,Y1,67.2311,,CB,,,,,
MC FN8 006.jpg,Y1,76.4012,,CB,,,,,
MC FN8 007.jpg,Y1,67.3782,,CB,,,,,
MC FN8 008.jpg,Y1,65.0734,,CB,,,,,
MC FN8 009.jpg,Y1,67.084,,CB,,,,,
MC FN8 010.jpg,Y1,61.6898,,CB,,,,,
MC FN8 011.jpg,Y1,67.3292,,CB,,,,,
MC FN8 012.jpg,Y1,69.0945,,CB,,,,,
MC FN8 013.jpg,Y1,60.3658,,CB,,,,,
MC FN8 014.jpg,Y1,66.6426,,CB,,,,,
MC FN8 015.jpg,Y1,67.8686,,CB,,,,,
MK Electro 001.jpg,Y1,74.7022,,CB,,,,,
MK Electro 002.jpg,Y1,69.7079,,CB,,,,,
MK Electro 003.jpg,Y1,67.0513,,CB,,,,,
MK Electro 004.jpg,Y1,72.205,,CB,,,,,
MK Electro 005.jpg,Y1,73.0551,,CB,,,,,
MK Electro 006.jpg,Y1,71.9925,,CB,,,,,
MK Electro 007.jpg,Y1,70.3454,,CB,,,,,
MK Electro 008.jpg,Y1,68.7515,,CB,,,,,
MK Electro 009.jpg,Y1,66.52,,CB,,,,,
MK Electro 010.jpg,Y1,68.3265,,CB,,,,,
MK Electro 011.jpg,Y1,69.5485,,CB,,,,,
MK Electro 012.jpg,Y1,69.1766,,CB,,,,,
MK Electro 013.jpg,Y1,67.1576,,CB,,,,,
MK Electro 014.jpg,Y1,68.1139,,CB,,,,,
MK Electro 015.jpg,Y1,69.6016,,CB,,,,,
MK Electro2 001.jpg,Y1,76.6149,,CB,,,,,
MK Electro2 002.jpg,Y1,71.4081,,CB,,,,,
MK Electro2 003.jpg,Y1,71.3018,,CB,,,,,
MK Electro2 004.jpg,Y1,64.1342,,CB,,,,,
MK Electro2 005.jpg,Y1,79.3018,,CB,,,,,
MK Electro2 006.jpg,Y1,76.1899,,CB,,,,,
MK Electro2 007.jpg,Y1,70.3272,,CB,,,,,
MK Electro2 008.jpg,Y1,68.2733,,CB,,,,,
MK Electro2 009.jpg,Y1,75.1804,,CB,,,,,
MK Electro2 010.jpg,Y1,67.317,,CB,,,,,
MK Electro2 011.jpg,Y1,70.3797,,CB,,,,,
MK Electro2 012.jpg,Y1,69.0703,,CB,,,,,
MK Electro2 013.jpg,Y1,79.4308,,CB,,,,,
MK Electro2 014.jpg,Y1,73.002,,CB,,,,,
MK Electro2 015.jpg,Y1,69.8141,,CB,,,,,
OB Electro 001.jpg,Y1,75.7117,,CB,,,,,
OB Electro 002.jpg,Y1,76.5202,,CB,,,,,
OB Electro 003.jpg,Y1,70.983,,CB,,,,,
OB Electro 004.jpg,Y1,72.205,,CB,,,,,
OB Electro 005.jpg,Y1,70.1861,,CB,,,,,
OB Electro 006.jpg,Y1,71.0893,,CB,,,,,
OB Electro 007.jpg,Y1,67.9014,,CB,,,,,
OB Electro 008.jpg,Y1,69.761,,CB,,,,,
OB Electro 009.jpg,Y1,67.9014,,CB,,,,,
OB Electro 010.jpg,Y1,69.0703,,CB,,,,,
OB Electro 011.jpg,Y1,69.1766,,CB,,,,,
OB Electro 012.jpg,Y1,63.7041,,CB,,,,,
OB Electro 013.jpg,Y1,65.1386,,CB,,,,,
OB Electro 014.jpg,Y1,70.983,,CB,,,,,
OB Electro 015.jpg,Y1,75.9242,,CB,,,,,
OB FN 001.jpg,Y1,84.0532,,CB,,,,,
OB FN 002.jpg,Y1,71.8492,,CB,,,,,
OB FN 003.jpg,Y1,80.0684,,CB,,,,,
OB FN 004.jpg,Y1,73.002,,CB,,,,,
OB FN 005.jpg,Y1,74.8616,,CB,,,,,
OB FN 006.jpg,Y1,74.1709,,CB,,,,,
OB FN 007.jpg,Y1,74.3834,,CB,,,,,
OB FN 008.jpg,Y1,77.465,,CB,,,,,
OB FN 009.jpg,Y1,81.8217,,CB,,,,,
OB FN 010.jpg,Y1,77.0975,,CB,,,,,
OB FN 011.jpg,Y1,69.1766,,CB,,,,,
OB FN 012.jpg,Y1,74.5428,,CB,,,,,
OB FN 013.jpg,Y1,77.0399,,CB,,,,,
OB FN 014.jpg,Y1,85.4346,,CB,,,,,
OB FN 015.jpg,Y1,69.2828,,CB,,,,,
PP FN 001.jpg,Y1,72.0596,,CB,,,,,
PP FN 002.jpg,Y1,69.1984,,CB,,,,,
PP FN 003.jpg,Y1,72.7484,,CB,,,,,
PP FN 004.jpg,Y1,72.9603,,CB,,,,,
PP FN 005.jpg,Y1,71.0529,,CB,,,,,
PP FN 006.jpg,Y1,70.788,,CB,,,,,
PP FN 007.jpg,Y1,71.4768,,CB,,,,,
PP FN 008.jpg,Y1,73.5962,,CB,,,,,
PP FN 009.jpg,Y1,71.6357,,CB,,,,,
PP FN 010.jpg,Y1,71.5297,,CB,,,,,
PP FN 011.jpg,Y1,79.7954,,CB,,,,,
PP FN 012.jpg,Y1,76.2984,,CB,,,,,
PP FN 013.jpg,Y1,73.7021,,CB,,,,,
PP FN 014.jpg,Y1,70.682,,CB,,,,,
PP FN 015.jpg,Y1,72.8014,,CB,,,,,
PP FN 016.jpg,Y1,72.6424,,CB,,,,,
PP FN 017.jpg,Y1,78.5238,,CB,,,,,
PP FN 018.jpg,Y1,75.7156,,CB,,,,,
PP FN 019.jpg,Y1,71.2118,,CB,,,,,
PP FN 020.jpg,Y1,72.1126,,CB,,,,,
PP FN 021.jpg,Y1,72.1656,,CB,,,,,
PP FN 022.jpg,Y1,70.3641,,CB,,,,,
PP FN 023.jpg,Y1,69.3574,,CB,,,,,
PP FN 024.jpg,Y1,70.9469,,CB,,,,,
PP FN 025.jpg,Y1,70.3111,,CB,,,,,
PP FN 026.jpg,Y1,72.5365,,CB,,,,,
PP FN 027.jpg,Y1,70.1521,,CB,,,,,
PP FN 028.jpg,Y1,73.8081,,CB,,,,,
PP FN 029.jpg,Y1,75.8745,,CB,,,,,
PP FN 030.jpg,Y1,71.4768,,CB,,,,,
RB FN4 001.jpg,Y1,80.1916,,CB,,,,,
RB FN4 002.jpg,Y1,77.2434,,CB,,,,,
RB FN4(2) 001.jpg,Y1,76.3321,,CB,,,,,
RB FN4(2) 002.jpg,Y1,67.273,,CB,,,,,
RB FN4(2) 003.jpg,Y1,68.2379,,CB,,,,,
RB FN4(2) 004.jpg,Y1,69.578,,CB,,,,,
RB FN4(2) 005.jpg,Y1,72.419,,CB,,,,,
RB FN4(2) 006.jpg,Y1,72.2046,,CB,,,,,
RB FN4(2) 007.jpg,Y1,77.5114,,CB,,,,,
RB FN4(2) 008.jpg,Y1,72.3118,,CB,,,,,
RB FN4(2) 009.jpg,Y1,68.7203,,CB,,,,,
RB FN4(2) 010.jpg,Y1,71.0253,,CB,,,,,
RB FN4(2) 011.jpg,Y1,70.9717,,CB,,,,,
RB FN4(2) 012.jpg,Y1,75.4208,,CB,,,,,
RB FN4(2) 013.jpg,Y1,73.0623,,CB,,,,,
RB FN5 001.jpg,Y1,70.0068,,CB,,,,,
RB FN5 002.jpg,Y1,70.0604,,CB,,,,,
RB FN5 003.jpg,Y1,72.419,,CB,,,,,
RB FN5 004.jpg,Y1,73.3839,,CB,,,,,
RB FN5 005.jpg,Y1,74.9384,,CB,,,,,
RB FN5 006.jpg,Y1,77.4042,,CB,,,,,
RB FN5 007.jpg,Y1,67.541,,CB,,,,,
RB FN5 008.jpg,Y1,72.9014,,CB,,,,,
RB FN5 009.jpg,Y1,72.7942,,CB,,,,,
RB FN5 010.jpg,Y1,73.1159,,CB,,,,,
RB FN5 011.jpg,Y1,74.3487,,CB,,,,,
RB FN5 012.jpg,Y1,79.4411,,CB,,,,,
RB FN5 013.jpg,Y1,70.5965,,CB,,,,,
RB FN8 001.jpg,Y1,69.0956,,CB,,,,,
RB FN8 002.jpg,Y1,81.3173,,CB,,,,,
SQ FN 003.jpg,Y1,68.4496,,CB,,,,,
SQ FN 004.jpg,Y1,74.0718,,CB,,,,,
SQ FN 005.jpg,Y1,70.4692,,CB,,,,,
SQ FN 006.jpg,Y1,69.4321,,CB,,,,,
SQ FN 007.jpg,Y1,75.109,,CB,,,,,
SQ FN 008.jpg,Y1,74.3994,,CB,,,,,
SQ FN 009.jpg,Y1,73.4714,,CB,,,,,
SQ FN 010.jpg,Y1,73.3622,,CB,,,,,
SQ FN 011.jpg,Y1,72.1068,,CB,,,,,
SQ FN 012.jpg,Y1,77.2924,,CB,,,,,
SQ FN 013.jpg,Y1,72.6526,,CB,,,,,
SQ FN 014.jpg,Y1,74.5631,,CB,,,,,
SQ FN 015.jpg,Y1,78.8753,,CB,,,,,
SQ FN 016.jpg,Y1,77.2924,,CB,,,,,
SQ FN 017.jpg,Y1,72.1614,,CB,,,,,
SQ FN 018.jpg,Y1,76.0369,,CB,,,,,
SQ FN 019.jpg,Y1,70.3055,,CB,,,,,
SQ FN 020.jpg,Y1,72.4889,,CB,,,,,
SQ FN 021.jpg,Y1,77.3469,,CB,,,,,
SQ FN 022.jpg,Y1,74.0718,,CB,,,,,
SQ FN 023.jpg,Y1,72.4343,,CB,,,,,
SQ FN 024.jpg,Y1,72.2705,,CB,,,,,
SQ FN1 001.jpg,Y1,68.1704,,CB,,,,,
SQ FN1 002.jpg,Y1,75.3491,,CB,,,,,
SQ FN9 025.jpg,Y1,74.0726,,CB,,,,,
SQ FN9 026.jpg,Y1,74.34,,CB,,,,,
SQ FN9 027.jpg,Y1,70.2219,,CB,,,,,
SQ FN9 028.jpg,Y1,72.0403,,CB,,,,,
TW Electro 001.jpg,Y1,68.9918,,CB,,,,,
TW Electro 002.jpg,Y1,70.2753,,CB,,,,,
TW Electro 003.jpg,Y1,74.0191,,CB,,,,,
TW Electro 004.jpg,Y1,74.1795,,CB,,,,,
TW Electro 005.jpg,Y1,72.2007,,CB,,,,,
TW Electro 006.jpg,Y1,76.5327,,CB,,,,,
TW Electro 007.jpg,Y1,68.9383,,CB,,,,,
TW Electro 008.jpg,Y1,75.4096,,CB,,,,,
TW Electro 009.jpg,Y1,68.35,,CB,,,,,
TW Electro 010.jpg,Y1,66.9595,,CB,,,,,
TW Electro 011.jpg,Y1,71.6124,,CB,,,,,
TW Electro 012.jpg,Y1,75.2492,,CB,,,,,
TW Electro 013.jpg,Y1,75.677,,CB,,,,,
TW Electro 014.jpg,Y1,74.1795,,CB,,,,,
TW Electro 015.jpg,Y1,68.1361,,CB,,,,,
TW FN 001.jpg,Y1,68.8848,,CB,,,,,
TW FN 002.jpg,Y1,80.116,,CB,,,,,
TW FN 003.jpg,Y1,69.7405,,CB,,,,,
TW FN 004.jpg,Y1,80.116,,CB,,,,,
TW FN 005.jpg,Y1,71.3985,,CB,,,,,
TW FN 006.jpg,Y1,81.0787,,CB,,,,,
TW FN 007.jpg,Y1,73.8052,,CB,,,,,
TW FN 008.jpg,Y1,78.0837,,CB,,,,,
TW FN 009.jpg,Y1,73.2703,,CB,,,,,
TW FN 010.jpg,Y1,69.3662,,CB,,,,,
TW FN 011.jpg,Y1,81.8809,,CB,,,,,
TW FN 012.jpg,Y1,75.677,,CB,,,,,
TW FN 013.jpg,Y1,73.1634,,CB,,,,,
TW FN 014.jpg,Y1,65.355,,CB,,,,,
TW FN 015.jpg,Y1,85.6782,,CB,,,,,
BA AN 001 07-13.jpg,X2,35.3735,,CB,,,,,
BA AN 002 07-13.jpg,X2,36.6856,,CB,,,,,
BA AN 003 07-13.jpg,X2,50.5936,,CB,,,,,
BA AN 004 07-13.jpg,X2,57.2065,,CB,,,,,
BA AN 005 07-13.jpg,X2,44.5056,,CB,,,,,
BA AN 006 07-13.jpg,X2,45.2928,,CB,,,,,
BA AN 007 07-13.jpg,X2,43.141,,CB,,,,,
BA AN 008 07-13.jpg,X2,55.1072,,CB,,,,,
BA AN 009 07-13.jpg,X2,36.948,,CB,,,,,
BA AN 010 07-13.jpg,X2,43.7708,,CB,,,,,
BA AN 011 07-13.jpg,X2,37.5778,,CB,,,,,
BA AN 012 07-13.jpg,X2,40.097,,CB,,,,,
BA AN 013 07-13.jpg,X2,53.8476,,CB,,,,,
BA AN 014 07-13.jpg,X2,49.8064,,CB,,,,,
BA AN 015 07-13.jpg,X2,45.8177,,CB,,,,,
BA FN4 001.jpg,X2,65.7612,,CB,,,,,
BA FN4 002.jpg,X2,61.9824,,CB,,,,,
BA FN4 003.jpg,X2,50.6986,,CB,,,,,
BA FN5 001 07-26.jpg,X2,59.6207,,CB,,,,,
BA FN5 002 07-26.jpg,X2,60.8278,,CB,,,,,
BA FN5 003 07-26.jpg,X2,56.4717,,CB,,,,,
BA FN5 004 07-26.jpg,X2,71.7967,,CB,,,,,
BA FN5 005 07-26.jpg,X2,61.4576,,CB,,,,,
BA FN5 006 07-26.jpg,X2,70.8521,,CB,,,,,
BA FN5 007 07-26.jpg,X2,63.1895,,CB,,,,,
BA FN5 008 07-26.jpg,X2,61.1427,,CB,,,,,
BA FN8 001 07-16.jpg,X2,46.0276,,CB,,,,,
BA FN8 002 07-16.jpg,X2,47.707,,CB,,,,,
BA FN8 003 07-16.jpg,X2,36.5807,,CB,,,,,
BA FN8 004 07-16.jpg,X2,52.5355,,CB,,,,,
BH Electro 003 06-06.jpg,X2,45.6077,,CB,,,,,
BH Electro 004 06-06.jpg,X2,48.8092,,CB,,,,,
BH Electro 005 06-06.jpg,X2,58.571,,CB,,,,,
BH Electro 006 06-06.jpg,X2,38.4176,,CB,,,,,
BH Electro 007 06-06.jpg,X2,40.4644,,CB,,,,,
BH Electro 008 06-06.jpg,X2,51.1709,,CB,,,,,
BH FN 001 06-06.jpg,X2,49.334,,CB,,,,,
BH FN 002 06-06.jpg,X2,77.255,,CB,,,,,
BH FN1 001 06-28.jpg,X2,62.7172,,CB,,,,,
BH FN1 002 06-28.jpg,X2,59.2533,,CB,,,,,
BH FN1 003 06-28.jpg,X2,67.3357,,CB,,,,,
BH FN1 004 06-28.jpg,X2,67.4407,,CB,,,,,
BH FN3 001 06-28.jpg,X2,82.6607,,CB,,,,,
BH FN3 002 06-28.jpg,X2,55.0022,,CB,,,,,
BH FN3 003 06-28.jpg,X2,61.8775,,CB,,,,,
BH FN3 004 06-28.jpg,X2,66.1811,,CB,,,,,
BH FN3 005 06-28.jpg,X2,68.5428,,CB,,,,,
BH FN3 006 06-28.jpg,X2,66.4435,,CB,,,,,
BH FN3 007 06-28.jpg,X2,58.3086,,CB,,,,,
BH FN3 008 06-28.jpg,X2,63.5044,,CB,,,,,
BH FN3 009 06-28.jpg,X2,69.2251,,CB,,,,,
BH FN3 010 06-28.jpg,X2,72.8464,,CB,,,,,
BH FN3 011 06-28.jpg,X2,76.3628,,CB,,,,,
BH FN3 012 06-28.jpg,X2,74.6308,,CB,,,,,
BH FN3 013 06-28.jpg,X2,75.9429,,CB,,,,,
BH FN4 001 06-28.jpg,X2,77.6224,,CB,,,,,
BH FN4 002 06-28.jpg,X2,64.6591,,CB,,,,,
BH FN4 003 06-28.jpg,X2,66.0236,,CB,,,,,
BH FN4 004 06-28.jpg,X2,64.5541,,CB,,,,,
CR FN1 001.jpg,X2,78.9344,,CB,,,,,
CR FN1 002.jpg,X2,56.0518,,CB,,,,,
CR FN1 003.jpg,X2,62.7172,,CB,,,,,
CR FN1 004.jpg,X2,76.3628,,CB,,,,,
CR FN1 005.jpg,X2,73.8436,,CB,,,,,
CR FN1 006.jpg,X2,84.0778,,CB,,,,,
CR FN1 007.jpg,X2,75.9429,,CB,,,,,
CR FN1 008.jpg,X2,65.7087,,CB,,,,,
CR FN1 009.jpg,X2,66.9683,,CB,,,,,
CR FN1 010.jpg,X2,86.6494,,CB,,,,,
CR FN1 011.jpg,X2,73.5287,,CB,,,,,
CR FN1 012.jpg,X2,71.0095,,CB,,,,,
CR FN1 013.jpg,X2,79.6167,,CB,,,,,
CR FN1 014.jpg,X2,87.909,,CB,,,,,
CR FN1 015.jpg,X2,78.0422,,CB,,,,,
CR FN7 001.jpg,X2,64.2392,,CB,,,,,
CR FN7 002.jpg,X2,62.9271,,CB,,,,,
CR FN7 003.jpg,X2,79.5117,,CB,,,,,
CR FN7 004.jpg,X2,58.0462,,CB,,,,,
CR FN9 001.jpg,X2,58.7285,,CB,,,,,
CR FN9 002.jpg,X2,51.3284,,CB,,,,,
CR FN9 003.jpg,X2,49.8064,,CB,,,,,
CR FN9 004.jpg,X2,71.6393,,CB,,,,,
CR FN9 005.jpg,X2,87.8565,,CB,,,,,
CR FN9 006.jpg,X2,79.6167,,CB,,,,,
CR FN9 007.jpg,X2,81.1912,,CB,,,,,
CR FN9 008.jpg,X2,78.7245,,CB,,,,,
CR FN9 009.jpg,X2,79.0394,,CB,,,,,
