imageID	lakeID	lakeDOC	DOCrange	DOC	captureMethod	Sex	Basin
PP_FN_016.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	U	7
PP_FN_017.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	U	7
PP_FN_018.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	M	7
PP_FN_019.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	F	7
PP_FN_020.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	U	7
PP_FN_021.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	U	7
PP_FN_022.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	U	7
PP_FN_023.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	U	7
PP_FN_024.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	F	7
PP_FN_025.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	U	7
PP_FN_026.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	U	7
PP_FN_027.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	M	7
PP_FN_028.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	U	7
PP_FN_029.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	U	7
PP_FN_030.jpg	Papoose	6.485	5.0-10.0	low	Fyke_Net	U	7
RB_FN4_001.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN4_002.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN4(2)_001.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	M	4
RB_FN4(2)_002.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	M	4
RB_FN4(2)_003.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN4(2)_004.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	M	4
RB_FN4(2)_005.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	U	4
RB_FN4(2)_006.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	U	4
RB_FN4(2)_007.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN4(2)_008.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	M	4
RB_FN4(2)_009.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	M	4
RB_FN4(2)_010.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	M	4
RB_FN4(2)_011.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	M	4
RB_FN4(2)_012.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN4(2)_013.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN5_001.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN5_002.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	U	4
RB_FN5_003.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	U	4
RB_FN5_004.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN5_005.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN5_006.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN5_007.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN5_008.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	U	4
RB_FN5_009.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN5_010.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	U	4
RB_FN5_011.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN5_012.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	U	4
RB_FN5_013.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	F	4
RB_FN8_001.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	U	4
RB_FN8_002.jpg	Red_Bass	18.9	15.0-20.0	high	Fyke_Net	U	4
SQ_FN_003.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	F	7
SQ_FN_004.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	F	7
SQ_FN_005.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	F	7
SQ_FN_006.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN_007.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN_008.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	M	7
SQ_FN_009.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN_010.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN_011.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	M	7
SQ_FN_012.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	F	7
SQ_FN_013.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN_014.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	M	7
SQ_FN_015.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN_016.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN_017.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	M	7
SQ_FN_018.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN_019.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN_020.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	M	7
SQ_FN_021.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	M	7
SQ_FN_022.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	F	7
SQ_FN_023.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN_024.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	F	7
SQ_FN1_001.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	F	7
SQ_FN1_002.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	F	7
SQ_FN9_025.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN9_026.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN9_027.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
SQ_FN9_028.jpg	Squaw	23.85	20.0-25.0	high	Fyke_Net	U	7
TW_Electro_001.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	F	7
TW_Electro_002.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	U	7
TW_Electro_003.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	M	7
TW_Electro_004.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	M	7
TW_Electro_005.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	U	7
TW_Electro_006.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	F	7
TW_Electro_007.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	F	7
TW_Electro_008.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	F	7
TW_Electro_009.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	U	7
TW_Electro_010.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	M	7
TW_Electro_011.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing		7
TW_Electro_012.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	M	7
TW_Electro_013.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	M	7
TW_Electro_014.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	M	7
TW_Electro_015.jpg	Towanda	5.2925	5.0-10.0	low	Electrofishing	U	7
TW_FN_001.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	F	7
TW_FN_002.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	F	7
TW_FN_003.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	M	7
TW_FN_004.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	M	7
TW_FN_005.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	M	7
TW_FN_006.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	M	7
TW_FN_007.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	F	7
TW_FN_008.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	M	7
TW_FN_009.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	F	7
TW_FN_010.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	M	7
TW_FN_011.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	M	7
TW_FN_012.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	M	7
TW_FN_013.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	F	7
TW_FN_014.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	M	7
TW_FN_015.jpg	Towanda	5.2925	5.0-10.0	low	Fyke_Net	M	7
